Timestamp,Plant_ID,Soil_Moisture,Ambient_Temperature,Soil_Temperature,Humidity,Light_Intensity,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Chlorophyll_Content,Electrochemical_Signal,Plant_Health_Status
2024-10-03 10:54:53.407995,1,27.521108772254976,22.24024536256306,21.900435355069522,55.291903895088865,556.172805131218,5.581954516265902,10.003649716693408,45.80685202827101,39.0761990273964,35.703005710811865,0.9414021464707312,High Stress
2024-10-03 16:54:53.407995,1,14.835566151888917,21.706763280909925,18.68089193676625,63.949180511735804,596.1367212302714,7.135704906309493,30.712561999903446,25.394392604876714,17.944826069293086,27.993295774186056,0.16489936107961323,High Stress
2024-10-03 22:54:53.407995,1,17.086361974997438,21.180945559285547,15.392939129667838,67.83795648765081,591.124626808531,5.656852249366534,29.337002244708145,27.573891848019436,35.70653021497076,43.646307519948465,1.0817280414192723,High Stress
2024-10-04 04:54:53.407995,1,15.336156078582945,22.593301942227185,22.77839389840882,58.1908110056612,241.4124763779383,5.5845226865862685,16.966620652162902,26.180704807734546,26.257745750530418,37.838094829109764,1.1860879713963417,High Stress
2024-10-04 10:54:53.407995,1,39.822216029410214,28.929001064000246,18.100937278546315,63.77203576821832,444.4938296099551,5.919706875765611,10.944960674183616,37.89890673322764,37.654483460920865,48.26581158833051,1.6098051879074253,High Stress
2024-10-04 16:54:53.407995,1,29.20836481534943,24.364208688782572,22.55155082968356,46.392811452098336,496.23303984208593,6.157930728222645,10.060115254353562,15.61066678392153,21.78267157334869,45.05218106856621,0.03430156833822484,High Stress
2024-10-04 22:54:53.407995,1,16.351409451876588,23.022894958221272,17.95034781636641,56.906211791839254,454.63921437395226,7.075570015625399,28.01088961923503,32.56459220624491,39.93465589107949,49.23293579455057,1.2729206889907476,High Stress
2024-10-05 04:54:53.407995,1,33.307696956004705,20.199185715131797,16.298220546374303,56.3262169649808,455.6989746013178,6.105038904173366,15.871378906939157,10.454181882674298,24.85372660083295,33.925177626035534,1.675544810043784,Moderate Stress
2024-10-05 10:54:53.407995,1,12.722726094083018,25.46764546847184,16.69303634671728,47.54417466418322,635.0570336625123,6.487871876582131,45.630529643515445,47.459179011485794,12.451933305272362,47.75034982718944,1.391797621456864,High Stress
2024-10-05 16:54:53.407995,1,13.244641440291131,27.63668532784915,23.620169419405876,65.61576853617763,393.2477805158376,5.580117096564762,44.42299620666396,39.8111137142493,38.61301951054703,35.61351855641512,0.9625086325697942,High Stress
2024-10-05 22:54:53.407995,1,24.998960131191488,25.930623602290922,22.678412161364427,56.82434202030795,482.25099981750736,5.664245676493605,47.151737418141664,29.664655280968866,43.824209098484786,36.561600026854705,1.5226963113632688,Moderate Stress
2024-10-06 04:54:53.407995,1,31.606610983776264,23.994648082601124,16.14286275037794,58.53132772714595,763.5381969363248,6.278609361915998,38.996321021007745,36.36820487037618,44.165867671741196,49.12470592851469,1.8774928747893014,Healthy
2024-10-06 10:54:53.407995,1,23.526045611952632,19.000491563586657,22.38428696113172,57.754135293013064,436.3746794273101,7.32347297539642,37.68127345640211,33.798220487140355,13.927253840739336,44.580311983337026,1.9598866329294755,Moderate Stress
2024-10-06 16:54:53.407995,1,21.535296059923027,19.739669989047524,19.525945327625102,47.508460278949656,724.1481606697018,6.738494158539094,23.209891990224556,20.83762928343027,47.81699295320289,27.396563910886623,1.7311289510005148,Moderate Stress
2024-10-06 22:54:53.407995,1,23.78048857806465,26.490791361270922,17.823973966435013,45.879799050110336,561.1187449128007,5.832179314428325,20.604461602413096,21.87283781437962,42.60746829402834,42.01517952769444,1.987300197356906,Moderate Stress
2024-10-07 04:54:53.407995,1,28.122758338471446,27.295814207845424,19.75178730443457,52.06643944969609,515.1991467931699,5.93942093067356,38.006086192560204,46.98617181036772,20.36898511048516,42.51299941439166,0.6564062326557452,Moderate Stress
2024-10-07 10:54:53.407995,1,22.281166928044687,19.263926764692442,23.89279651819177,45.214208517712706,800.7266096441854,6.065295848952286,43.29970174033641,24.228717323983197,18.543163735791023,40.23556771771845,1.2931909333369807,Moderate Stress
2024-10-07 16:54:53.407995,1,15.20503814406763,23.634058345042014,22.757719158697533,40.83784536677513,423.14421546922557,6.151761404530208,38.022040317814145,29.99313829276206,49.61968733605273,43.20556291073562,1.5426966164563651,High Stress
2024-10-07 22:54:53.407995,1,39.2429306005678,29.392856521602162,19.188608941953216,61.67028339323424,203.49989263570842,6.001141621492181,19.617700940617343,24.06266417792446,24.7111723658354,36.924258824783045,0.22154389536392372,Moderate Stress
2024-10-08 04:54:53.407995,1,35.32985581724917,22.373446831763303,15.558548943167281,40.67374637596763,395.18852798881426,6.019840604374291,18.30197622231811,40.10100497837372,48.28607160759917,26.750700405237673,1.0724503518798243,Moderate Stress
